doc_id	sentence_id	sentence
wiki_11519	2	Sa population est de 24 millions habitants (2020) qui vivent sur un territoire de 187 400 km2.
wiki_11519	3	La capitale de la province est Changchun (3,7 millions habitants) et les principales villes sont Jilin, Siping, Songyuan, Liaoyuan et Tonghua.
wiki_11519	4	Comme le reste du nord-est de la Chine, le Jilin a connu une industrialisation précoce.
wiki_11519	5	Avec le décollage économique du pays et la privatisation des entreprises, la région convertit avec difficulté son industrie lourde jusque là au cœur de son activité.
wiki_11803	1	Un martinet est un gros marteau à bascule, longtemps mû par l'énergie hydraulique d'un moulin à eau, et utilisé depuis le Moyen Âge pour des productions industrielles diverses comme la fabrication du papier, du tan, du foulon, du chanvre, le forgeage du fer, le battage du cuivre.
wiki_11803	2	Le mot désigne par métonymie le mécanisme qui met en mouvement ce gros marteau, puis le bâtiment où il est installé.
wiki_11803	3	L'usage d'un martinet par les moines cisterciens est attesté dans des écrits en 1135 à l'abbaye de Clairvaux et archéologiquement vers 1220 à l'abbaye cistercienne de Fontenay en Bourgogne.
wiki_11803	4	Il a existé au XIXe siècle des martinets à fer à vapeur, et des ateliers avec six ou huit martinets.
wiki_11803	5	L'outil disparaît progressivement à partir de 1840, lorsque l'énergie hydraulique est remplacée par des machines à vapeur, et les marteaux à bascule par des marteaux à soulèvement (marteau-pilon).
wiki_11803	6	Le dernier martinet à cuivre installé depuis le XVe siècle dans un moulin sur le bord du Sor à Durfort, a été en activité jusqu'en 1998.
wiki_11803	7	En même temps, d'autres moulins équipés de martinet ont été restaurés et remis en activité dans un but muséographique, comme le Martinet de la Ramonde, en Aveyron, la forge cistercienne de Fontenay dans la Côte-d'Or.
wiki_11890	1	Le groupe Proximus est un fournisseur de services numériques et de solutions de communication actif en Belgique et sur les marchés internationaux.
wiki_11890	2	En Belgique, l'entreprise propose ses principaux produits et services sous les marques Proximus et Scarlet et Mobile Vikings.
wiki_11890	3	Le groupe opère également au Luxembourg sous la dénomination de Proximus Luxembourg SA, avec les marques Tango et Telindus Luxembourg, et aux Pays-Bas par le biais de Telindus Nederland.
wiki_11890	4	Les activités de carrier international du groupe sont assurées par BICS et Telesign, l’un des principaux opérateurs vocaux au monde et le plus grand fournisseur de services de données mobiles à l’échelle internationale.
wiki_11890	5	Proximus Accelerators, l’écosystème de partenaires IT (Be-Mobile, ClearMedia, Codit, Davinsi Labs, Proximus Spearit, Telindus et Umbrio), accompagne les entreprises dans leur transformation numérique.
wiki_11970	1	(225088) Gonggong (désignation provisoire 2007 OR10) est une planète mineure du système solaire, plus précisément un objet transneptunien du disque des objets épars.
wiki_11970	2	Il a été découvert en juillet 2007 par les astronomes américains Megan E. Schwamb, Michael E. Brown et David L. Rabinowitz à l'observatoire Palomar, découverte annoncée en janvier 2009.
wiki_11970	3	Il porte le nom de Gonggong, un dieu des eaux de la mythologie chinoise.
wiki_11970	4	Gonggong a une orbite très excentrique (e = 0,50) et inclinée (i = 30,6°) qui l'emmène de 34 à 101 unités astronomiques du Soleil.
wiki_11970	5	En 2023, il est à 89 unités astronomiques du Soleil.
wiki_11970	6	Selon le Deep Ecliptic Survey, Gonggong est en résonance orbitale de 3:10 avec Neptune.
wiki_11970	7	Gonggong a une magnitude absolue de 1,8 et un diamètre estimé à environ 1 230 kilomètres, ce qui en fait un candidat au statut de planète naine.
wiki_11970	8	Au 28 octobre 2019, c'est le cinquième plus gros objet connu qui orbite au-delà de Neptune (en dehors peut-être de Charon, le plus gros compagnon de Pluton, qui est de taille similaire).
wiki_11970	9	La masse de Gonggong rend juste possible la rétention d'une atmosphère ténue de méthane, même si une telle atmosphère s'échapperait lentement dans l'espace.
wiki_11970	10	Gonggong est rouge, probablement en raison de la présence de composés organiques appelés tholins à sa surface.
wiki_11970	11	De la glace d'eau est également présente à sa surface, ce qui laisse présager une brève période d'activité cryovolcanique dans un passé lointain.
wiki_11970	12	Avec une période de rotation d'environ 22 heures, Gonggong tourne lentement par rapport aux autres objets transneptuniens, qui ont généralement des périodes inférieures à 12 heures.
wiki_11970	13	La lente rotation de Gonggong pourrait avoir été causée par les forces de marée de son satellite naturel, nommé Xiangliu.
wiki_11970	14	La découverte de ce dernier a été dévoilée le 17 octobre 2016 par Gábor Marton, Csaba Kiss et Thomas Müller.
wiki_11970	15	Ce compagnon, d'un diamètre d'environ 300 kilomètres, a été découvert à partir d'images du télescope spatial Hubble datant de septembre 2010.
wiki_12076	1	Une région est, en France, une collectivité territoriale issue de la décentralisation, dotée de la personnalité juridique et d'une liberté d'administration, ainsi qu'une division administrative du territoire et des services déconcentrés de l'État.
wiki_12076	2	Les régions sont régies par le titre XII de la Constitution de 1958 et la quatrième partie du code général des collectivités territoriales.
wiki_12076	3	Pour partie héritières d'anciennes provinces et régions historiques, les régions sont créées sous leur forme actuelle à partir de 1956 et acquièrent un statut de collectivité locale en 1982, inscrit dans la Constitution depuis 2003.
wiki_12076	4	Au nombre de vingt-sept en 2015, elles sont au nombre de dix-huit depuis le 1er janvier 2016 : treize régions ou collectivités assimilées à des régions en France métropolitaine (dont la Corse, qui est une collectivité territoriale unique exerçant les compétences d'une région), et cinq régions d'outre-mer (dont trois, Mayotte, la Guyane et la Martinique, sont également devenues des collectivités territoriales uniques).
wiki_12076	5	Ces cinq régions ultramarines bénéficient du statut de région ultrapériphérique de l'Union européenne.
wiki_12076	6	Les régions, en tant que collectivités, sont dotées de deux assemblées, contrairement aux autres collectivités qui n'en possèdent qu'une : une assemblée délibérante, le conseil régional, et une assemblée consultative, le conseil économique, social et environnemental régional, représentatif des « forces vives » de la région.
wiki_12076	7	Le président du conseil régional constitue quant à lui l'exécutif de la collectivité.
wiki_12076	8	Le champ d'intervention des régions est très large.
wiki_12076	9	Il concerne notamment la gestion des lycées et celle des transports interurbains (cars interurbains et trains régionaux), en passant par le développement économique du territoire.
wiki_12076	10	La loi portant nouvelle organisation territoriale de la République (loi NOTRe) de 2015 a apporté des changements importants pour les régions : suppression de la clause générale de compétence, clarification des compétences exercées, acquisition d'un statut de « chef de file » pour certaines de celles qu'elle partage avec les autres niveaux de collectivité.
wiki_12076	11	Les régions ont vu leur poids politique, économique et symbolique s'accroître dans le paysage institutionnel français depuis les années 1990.
wiki_12076	12	Ce mouvement s'est fait de manière concomitante avec les transferts de compétence dont elles ont bénéficié de l'État, l'envergure nationale des élus régionaux qu'elles portent à leur tête et leur reconnaissance par l'Union européenne.
wiki_12076	13	Conduisant désormais un grand nombre de politiques publiques avec des ressources importantes (une partie de la TVA leur est notamment versée), elles développent des modèles de développement propre et la culture locale existante.
wiki_12119	1	La cordillère des Andes (en espagnol : Cordillera de los Andes) est la plus longue chaîne de montagnes continentale du monde, orientée nord-sud tout le long de la côte occidentale de l'Amérique du Sud.
wiki_12119	2	S'étendant du nord au sud sur une différence de latitude de 65°, soit environ 7 150 kilomètres, et large de 200 à 700 kilomètres (entre le 18 et le 20° de latitude Sud), la cordillère débute au Venezuela au nord puis traverse la Colombie, l'Équateur, le Pérou, la Bolivie, le Chili et l'Argentine, jusqu'à la pointe sud du continent.
wiki_12119	3	Son altitude moyenne est de 4 000 mètres et elle culmine à l'Aconcagua, à 6 962 mètres, en Argentine.
wiki_12119	4	Les Andes sont la plus haute chaîne de montagnes d'Amérique.
wiki_12119	5	Partie de la ceinture de feu du Pacifique, nombre de ses sommets sont volcaniques, et le sommet du volcan Chimborazo dans les Andes équatoriennes est le point le plus éloigné du centre de la Terre, en raison du renflement du globe au niveau de l'équateur.
wiki_12119	6	Plusieurs de ces volcans figurent parmi les plus hautes montagnes sur Terre après celles d'Asie, dépassant 6 000 mètres d'altitude.
wiki_12169	1	En géologie, le marbre est une roche métamorphique dérivée du calcaire et constituée principalement de cristaux de calcite.
wiki_12169	2	En architecture, sculpture et marbrerie ce terme peut désigner n'importe quelle pierre (pierre marbrière) difficile à tailler et capable de prendre un beau poli, dont les plus courantes sont les « vrais » marbres (au sens géologique).
wiki_12169	3	Les marbres de la géologie présentent une grande diversité de coloris, bien que la couleur de base de la calcite soit le blanc.
wiki_12169	4	On y trouve fréquemment des veines appelées marbrures.
wiki_12169	5	Les veines et les coloris sont généralement dus à des inclusions d'oxydes métalliques.
wiki_12169	6	Certains types de marbre portent des noms particuliers, par exemple le cipolin ou la griotte.
wiki_12169	7	Certains marbres, comme le vert antique, composés de calcaire et de serpentine, sont des ophicalces.
wiki_12169	8	En marbrerie et en histoire de l'art, « marbre » désigne plus largement une pierre calcaire compacte (non poreuse et imperméable), ferme et solide, difficile à tailler (ne se taille pas avec une scie à dents), et surtout qui peut recevoir un beau poli.
wiki_12169	9	Dans ce cas il ne s'agit pas uniquement de roches métamorphiques, mais aussi de nombreuses roches calcaires sédimentaires non métamorphisées.
wiki_12169	10	D'autre part, une acception plus ancienne du mot inclut n'importe quelle pierre « lustrable », c'est-à-dire suffisamment compacte et dure pour que la surface puisse être polie et lustrée.
wiki_12169	11	Certaines roches polies qui ne sont pas définies géologiquement comme du marbre ni du calcaire, telles les granites et les porphyres, qui sont des roches magmatiques silicatées, ont été appelées également « marbre » et sont encore fréquemment appelées ainsi dans le langage courant.
wiki_12169	12	Les marbres au sens large sont l'objet d'une industrie florissante depuis la plus haute Antiquité.
wiki_12184	1	Oum le dauphin est une série télévisée d'animation franco-japonaise en 52 épisodes de treize minutes, produite par Telcia Films à partir de 1969.
wiki_12184	2	Cette série fut le premier dessin animé français animé au japon.
wiki_12184	3	Elle fut diffusée pour la première fois en 1971-1972 sur la deuxième chaîne de l'ORTF.
wiki_12184	4	Une deuxième série, modernisant les personnages, est commandée par TF1 et diffusée à partir de 2015.
wiki_12184	5	Au Japon, la série est intitulée イルカと少年 (Iruka to shōnen?, littéralement Le Dauphin et le garçon).
wiki_12184	6	Cette série a été la première coproduction animée entre la France et le Japon.
wiki_12184	7	L'animation a été produite par la société japonaise Eiken qui fut aussi par la suite à l'origine d'autres séries d'animation en coproduction avec la France.
wiki_12281	1	La jambe est, en anatomie humaine, la partie de chaque membre inférieur du corps s'articulant en haut avec la cuisse, via le genou, et en bas avec le pied, via la cheville.
wiki_12281	2	Elle n'inclut donc pas ces deux articulations.
wiki_12281	3	Sa fonction est essentiellement locomotrice au cours de la marche.
wiki_12281	4	Dans le langage courant, « jambe » désigne le membre inférieur dans sa totalité.
wiki_12340	1	Le téléchargement direct (de l'anglais : direct download, abrégé en DDL), est une pratique de mise à disposition de fichiers téléchargeables directement sur l'infrastructure d'un site web, suivant le modèle client-serveur.
wiki_12340	2	Le terme « téléchargement direct » est utilisé afin de le démarquer du téléchargement en pair à pair, qui utilise les ressources de plusieurs utilisateurs.
wiki_12340	3	L'expression « direct download » est popularisée à partir de la décennie 2000, du fait du développement de l'usage des sites d'hébergement de fichiers en un clic.
wiki_12894	1	Le comté de Hutchinson, en anglais : Hutchinson County, est un comté situé dans le Panhandle au nord de l'État du Texas aux États-Unis.
wiki_12894	2	Le siège du comté est la ville de Stinnett.
wiki_12894	3	Selon le recensement de 2020, sa population est de 20 617 habitants.
wiki_12894	4	Le comté a une superficie de 2 318 km2, dont 2 298 km2 en surfaces terrestres.
wiki_12918	1	Un hexagone, du grec ἕξ (« six ») et γωνία (« angle »), est un polygone à six sommets et six côtés.
wiki_12918	2	Un hexagone peut être régulier ou irrégulier.
wiki_12918	3	Un hexagone régulier est un hexagone convexe dont les six côtés ont tous la même longueur.
wiki_12918	4	Les angles internes d'un hexagone régulier sont tous de 120°.
wiki_12918	5	Comme les carrés et les triangles équilatéraux, les hexagones réguliers permettent un pavage régulier du plan.
wiki_12918	6	Les pavages carrés et hexagonaux sont notamment utilisés pour réaliser des dallages.
wiki_12918	7	Parmi tous les pavages du plan, le pavage hexagonal (régulier) est celui dont la longueur totale des côtés est le plus petit.
wiki_12918	8	Cette propriété est à l'origine, dans la nature, de nombreuses dispositions (planes ou en section plane) comme les alvéoles d'abeilles ou la prismation (en) des orgues basaltiques et des sols polygonaux.
wiki_1307	1	Le lac du Bourget est un lac situé en France à l'ouest du département de la Savoie en région Auvergne-Rhône-Alpes.
wiki_1307	2	Lac post-glaciaire du massif du Jura, le lac du Bourget a été formé à l'issue de la dernière glaciation de Würm, il y a environ 19 000 ans, par le retrait du grand glacier alpin du quaternaire.
wiki_1307	3	C'est le plus grand lac naturel d'origine glaciaire entièrement situé en France, le Léman étant franco-suisse (environ 60/40 en superficie en faveur de la Suisse).
wiki_1307	4	Son nom actuel, lié à la commune qui borde sa partie méridionale, n'a été utilisé qu'à compter du XIIIe siècle.
wiki_1307	5	Artistiquement, le lac est particulièrement lié à la présence du poète Alphonse de Lamartine qui y écrivit des poèmes, dont Le Lac dédié à la femme qu'il aime, Julie Charles, lors de son séjour en octobre 1816.
wiki_1307	6	Au niveau touristique, le lac compte de nombreuses plages aménagées sur ses rives, des bases de loisirs, de nombreux sites touristiques, le plus célèbre étant l'abbaye royale d'Hautecombe où reposent de nombreux souverains de la Maison de Savoie.
wiki_1307	7	La ville riveraine la plus importante par sa population est Aix-les-Bains, une des plus célèbres villes thermales françaises, comptant un peu plus de 30 000 habitants et qui accueille un festival pop-rock, Musilac, à proximité des rives du lac.
wiki_13095	1	La transphobie est une aversion envers les personnes transgenres qui peut se traduire par l'expression d'une hostilité à leur égard.
wiki_13095	2	Elle peut se manifester par des violences physiques, verbales et des comportements discriminatoires.
wiki_13095	3	Elle peut être « institutionnelle » ou « relationnelle », directe ou indirecte.
wiki_14019	1	La Belle Hélène est un opéra bouffe en trois actes de Jacques Offenbach, inspiré du personnage d'Hélène (en grec ancien Ἑλένη / Helénê), fille de Zeus et de Léda, épouse du roi de Sparte Ménélas mais amante de Pâris, fils du roi de Troie (déguisé en berger).
wiki_14019	2	Le livret est de Henri Meilhac et Ludovic Halévy, et il fut créé à Paris au théâtre des Variétés le 17 décembre 1864.
wiki_14019	3	L'œuvre parodique se moque des mœurs bourgeoises et cléricales de la cour de Napoléon III, qui se prélasse aux bains de mer représentée sous les traits des rois de la Grèce antique qui découvrent l'adultère d'Hélène, épouse du roi de Sparte, et de Pâris, le fils du roi de Troie.
wiki_14019	4	L'opéra caricature aussi le goût pour les arguments tragiques et mythologiques des opera seria de Glück, Meyerbeer, Rossini, Berlioz ou Wagner.
wiki_14019	5	C'est l'une des œuvres les plus connues d'Offenbach, elle apparaît dans les statistiques de Operabase comme le no 101 des opéras représentés en 2005-2010 ;
wiki_14019	6	elle est le 12e en France et la troisième œuvre d'Offenbach, avec 35 représentations durant la période.
wiki_14041	1	Le parc national Dzanga-Ndoki est un parc national de la République centrafricaine situé au sud-ouest du pays dans la zone des forêts denses du domaine Guinéo-Congolais.
wiki_14041	2	Il couvre une superficie de 1 143 km2.
wiki_14041	3	La faune rencontrée est très diversifiée : on y trouve par exemple des chimpanzés, des éléphants, des calaos, des perroquets du Gabon, des genettes, des gorilles...
wiki_14041	4	Il fait partie du Patrimoine mondial de l'UNESCO, depuis 2012, avec les autres aires protégées du Trinational de la Sangha.
wiki_14196	1	Frank Anthony Iommi, dit Tony, est un guitariste britannique né le 19 février 1948 à Birmingham en Angleterre, célèbre pour être l'un des membres fondateurs du groupe de heavy metal Black Sabbath, dont il est le seul membre permanent.
wiki_14196	2	Iommi est reconnu comme l'un des guitaristes les plus influents du heavy metal.
wiki_14196	3	En 2012, Gibson le met en tête de son classement des dix plus grands guitaristes de metal de tous les temps.
wiki_14666	1	Gueorgui Konstantinovitch Joukov (en russe : Георгий Константинович Жуков), né le 1er décembre 1896 et mort le 18 juin 1974, est un militaire et homme politique russe, puis soviétique.
wiki_14666	2	D'abord sous-officier dans l'Armée impériale russe pendant la Première Guerre mondiale, il devient officier de l'Armée rouge et du Parti lors de la guerre civile.
wiki_14666	3	Il monte progressivement en grade pendant l'entre-deux-guerres jusqu'à ce que Joseph Staline le nomme chef de l'État-Major général en janvier 1941.
wiki_14666	4	Les défaites de l'été 1941 entraînent son envoi par Staline comme représentant de la Stavka (le commandement des forces armées) sur les fronts les plus sensibles ; c'est ainsi que Joukov va avoir un rôle important sur le front de l'Est de la Seconde Guerre mondiale, coordonnant les troupes soviétiques lors de plusieurs opérations militaires majeures : il joue notamment un rôle important au début du siège de Léningrad, puis décisif lors de la bataille de Moscou ;
wiki_14666	5	il participe à la préparation de la contre-offensive de Stalingrad mais échoue devant Rjev ;
wiki_14666	6	il coordonne la partie nord de la bataille de Koursk, une partie de la reprise de l'Ukraine et la moitié sud de l'opération Bagration.
wiki_14666	7	Nommé commandant du principal front soviétique, le premier front biélorusse, Joukov dirige l'action principale de l'offensive Vistule-Oder, peine sur les hauteurs de Seelow et prend le centre de Berlin.
wiki_14666	8	C'est devant lui que les forces armées allemandes capitulent, le 8 mai 1945.
wiki_14666	9	Staline, méfiant face à la popularité de Joukov, le limoge dès 1946, l'envoyant à Odessa puis à Sverdlovsk.
wiki_14666	10	La mort de Staline en 1953 lui donne un certain poids politique : c'est lui qui arrête Beria ;
wiki_14666	11	il devient ensuite vice-ministre (1953-1955) puis ministre de la Défense (1955-1957), soutenant Khrouchtchev lors de la déstalinisation.
wiki_14666	12	Méfiant à son tour, Khrouchtchev le fait démettre de toutes ses fonctions et le met définitivement à la retraite en 1957.
wiki_14666	13	Il est décrit comme parfois brutal, désigné comme le « maréchal de Staline » voire l'« ombre de Staline ».
wiki_14666	14	L'historien Jean Lopez, qui lui a consacré une biographie en 2013, le considère comme « l'homme qui a vaincu Hitler ».
wiki_14666	15	Le maréchal Joukov est l'officier général le plus décoré de l'histoire de l'Union soviétique.
wiki_14818	1	L'incendie du 5-7, discothèque située le long de ce qui était la route nationale 520, à Saint-Laurent-du-Pont, en Isère, en France, est un incendie qui se produit le 1er novembre 1970 et fait 146 morts.
wiki_14818	2	La cause de l'incendie est inconnue, mais son origine est vraisemblablement accidentelle.
wiki_14818	3	Le feu se propage rapidement en raison de la présence de décors hautement inflammables ;
wiki_14818	4	les sorties de secours étaient bloquées pour éviter le resquillage, empêchant ainsi les danseurs d'évacuer les lieux une fois l'incendie déclaré.
wiki_14818	5	Les victimes, âgées de 14 à 25 ans, meurent par asphyxie ou sont brûlées vives.
wiki_14818	6	Seuls quelques survivants parviennent à sortir dans les premières secondes de l'incendie.
wiki_14818	7	Lors de l'enquête qui suit, il s'avère que les gérants du lieu ont menti sur de nombreux points du permis de construire et 68 infractions au code de sécurité sont relevées.
wiki_14818	8	Les autorités chargées du respect de ces normes et les personnes impliquées dans le chantier sont toutes condamnées à de courtes peines de prison avec sursis.
wiki_14818	9	L'affaire a des répercussions sur l'application des normes de sécurité des établissements recevant du public en France.
wiki_15441	1	Franz Joseph Haydn (/ˈhaɪdən/) — il n'utilisait jamais son premier prénom —, né le 31 mars 1732 à Rohrau sur la Leitha en Basse-Autriche et mort le 31 mai 1809 à Vienne, est un compositeur autrichien.
wiki_15441	2	Il incarne le classicisme viennois au même titre que Mozart et Beethoven, les trois compositeurs étant regroupés par la postérité sous le vocable de « trinité classique viennoise ».
